round,node_id,degree,betweenness,closeness,k_core,epsilon,global_test_acc,avg_auc,max_auc,argmax_attacker,avg_chunk_frac,max_chunk_frac,argmax_chunk_attacker,enable_dp,enable_chunking,chunks_per_neighbor,dp_noise,dp_max_grad_norm
1,0,12,0.027870177639501746,0.4439461883408072,5,,,,,,,,,0,1,1,0.0,0.0
1,1,6,0.008284928002406858,0.39759036144578314,5,,,,,,,,,0,1,1,0.0,0.0
1,2,6,0.007862988956379923,0.3944223107569721,5,,,,,,,,,0,1,1,0.0,0.0
1,3,7,0.009060616819988506,0.4125,5,,,,,,,,,0,1,1,0.0,0.0
1,4,7,0.011546566243780348,0.38372093023255816,5,,,,,,,,,0,1,1,0.0,0.0
1,5,6,0.007353821423085494,0.38823529411764707,5,,,,,,,,,0,1,1,0.0,0.0
1,6,8,0.016582929083409786,0.4024390243902439,5,,,,,,,,,0,1,1,0.0,0.0
1,7,7,0.01482499303979092,0.4090909090909091,5,,,,,,,,,0,1,1,0.0,0.0
1,8,5,0.004648371147546576,0.38671875,5,,,,,,,,,0,1,1,0.0,0.0
1,9,8,0.01083664390532592,0.4125,5,,,,,,,,,0,1,1,0.0,0.0
1,10,4,0.0030267081689468824,0.375,4,,,,,,,,,0,1,1,0.0,0.0
1,11,3,0.001798234955708471,0.3378839590443686,3,,,,,,,,,0,1,1,0.0,0.0
1,12,12,0.03246531234079403,0.4714285714285714,5,,,,,,,,,0,1,1,0.0,0.0
1,13,7,0.009413152607664656,0.3944223107569721,5,,,,,,,,,0,1,1,0.0,0.0
1,14,10,0.02034681887297241,0.43612334801762115,5,,,,,,,,,0,1,1,0.0,0.0
1,15,9,0.022967970997341273,0.4125,5,,,,,,,,,0,1,1,0.0,0.0
1,16,3,0.0008141163676104925,0.3473684210526316,3,,,,,,,,,0,1,1,0.0,0.0
1,17,9,0.013710214410568368,0.4125,5,,,,,,,,,0,1,1,0.0,0.0
1,18,12,0.029269697836801636,0.4669811320754717,5,,,,,,,,,0,1,1,0.0,0.0
1,19,10,0.0202537925463073,0.4419642857142857,5,,,,,,,,,0,1,1,0.0,0.0
1,20,3,0.0021808142692860207,0.339041095890411,3,,,,,,,,,0,1,1,0.0,0.0
1,21,6,0.007542316400121865,0.39919354838709675,5,,,,,,,,,0,1,1,0.0,0.0
1,22,10,0.029376023808859605,0.43043478260869567,5,,,,,,,,,0,1,1,0.0,0.0
1,23,9,0.01864473712174515,0.4267241379310345,5,,,,,,,,,0,1,1,0.0,0.0
1,24,2,0.0,0.32038834951456313,2,,,,,,,,,0,1,1,0.0,0.0
1,25,5,0.0062320001243736595,0.38076923076923075,5,,,,,,,,,0,1,1,0.0,0.0
1,26,3,0.0011672780323125835,0.36,3,,,,,,,,,0,1,1,0.0,0.0
1,27,14,0.04032081334260075,0.4782608695652174,5,,,,,,,,,0,1,1,0.0,0.0
1,28,11,0.025196041378104415,0.4479638009049774,5,,,,,,,,,0,1,1,0.0,0.0
1,29,6,0.007148901888439518,0.391304347826087,5,,,,,,,,,0,1,1,0.0,0.0
1,30,6,0.007893523509131792,0.38671875,5,,,,,,,,,0,1,1,0.0,0.0
1,31,8,0.016685872476458252,0.4008097165991903,5,,,,,,,,,0,1,1,0.0,0.0
1,32,15,0.042175075381476565,0.47368421052631576,5,,,,,,,,,0,1,1,0.0,0.0
1,33,9,0.02012775183331944,0.4230769230769231,5,,,,,,,,,0,1,1,0.0,0.0
1,34,9,0.01841082522871394,0.4248927038626609,5,,,,,,,,,0,1,1,0.0,0.0
1,35,9,0.022128555021271912,0.42127659574468085,5,,,,,,,,,0,1,1,0.0,0.0
1,36,6,0.009052232439077976,0.4008097165991903,5,,,,,,,,,0,1,1,0.0,0.0
1,37,10,0.022884808637103175,0.4439461883408072,5,,,,,,,,,0,1,1,0.0,0.0
1,38,3,0.0011621659124968892,0.33559322033898303,3,,,,,,,,,0,1,1,0.0,0.0
1,39,7,0.009374462711473703,0.4125,5,,,,,,,,,0,1,1,0.0,0.0
1,40,7,0.010041046143858966,0.41422594142259417,5,,,,,,,,,0,1,1,0.0,0.0
1,41,8,0.01644273385424969,0.42127659574468085,5,,,,,,,,,0,1,1,0.0,0.0
1,42,7,0.008107386616062813,0.40408163265306124,5,,,,,,,,,0,1,1,0.0,0.0
1,43,8,0.014842540020111665,0.43805309734513276,5,,,,,,,,,0,1,1,0.0,0.0
1,44,9,0.019506962294465077,0.4194915254237288,5,,,,,,,,,0,1,1,0.0,0.0
1,45,8,0.015499166069116324,0.4090909090909091,5,,,,,,,,,0,1,1,0.0,0.0
1,46,7,0.009132084094994313,0.4107883817427386,5,,,,,,,,,0,1,1,0.0,0.0
1,47,8,0.01588333884215923,0.4008097165991903,5,,,,,,,,,0,1,1,0.0,0.0
1,48,8,0.013057353661506293,0.4194915254237288,5,,,,,,,,,0,1,1,0.0,0.0
1,49,10,0.022998126649215727,0.4342105263157895,5,,,,,,,,,0,1,1,0.0,0.0
1,50,10,0.0308143346441008,0.43805309734513276,5,,,,,,,,,0,1,1,0.0,0.0
1,51,14,0.03914697687093884,0.4714285714285714,5,,,,,,,,,0,1,1,0.0,0.0
1,52,5,0.008107289253582214,0.376425855513308,5,,,,,,,,,0,1,1,0.0,0.0
