round,node_id,degree,betweenness,closeness,k_core,epsilon,global_test_acc,avg_auc,max_auc,argmax_attacker,avg_chunk_frac,max_chunk_frac,argmax_chunk_attacker,enable_dp,enable_chunking,chunks_per_neighbor,dp_noise,dp_max_grad_norm
1,0,10,0.012319500971325333,0.45,10,,,,,,,,,0,0,1,0.0,0.0
1,1,10,0.011980569363067817,0.4520547945205479,10,,,,,,,,,0,0,1,0.0,0.0
1,2,10,0.012264797492070215,0.44594594594594594,10,,,,,,,,,0,0,1,0.0,0.0
1,3,10,0.012404283856046376,0.4520547945205479,10,,,,,,,,,0,0,1,0.0,0.0
1,4,10,0.013231887103253829,0.4479638009049774,10,,,,,,,,,0,0,1,0.0,0.0
1,5,10,0.011817291052621545,0.45,10,,,,,,,,,0,0,1,0.0,0.0
1,6,10,0.011599182386133531,0.4479638009049774,10,,,,,,,,,0,0,1,0.0,0.0
1,7,10,0.01360063391512334,0.4669811320754717,10,,,,,,,,,0,0,1,0.0,0.0
1,8,10,0.01144213616384303,0.4419642857142857,10,,,,,,,,,0,0,1,0.0,0.0
1,9,10,0.011525611633836738,0.4419642857142857,10,,,,,,,,,0,0,1,0.0,0.0
1,10,10,0.012012274813759041,0.4419642857142857,10,,,,,,,,,0,0,1,0.0,0.0
1,11,10,0.012067309592683376,0.4520547945205479,10,,,,,,,,,0,0,1,0.0,0.0
1,12,10,0.012334767776944647,0.45,10,,,,,,,,,0,0,1,0.0,0.0
1,13,10,0.013984257227918325,0.4541284403669725,10,,,,,,,,,0,0,1,0.0,0.0
1,14,10,0.01201186522769701,0.4541284403669725,10,,,,,,,,,0,0,1,0.0,0.0
1,15,10,0.012843395867514606,0.4541284403669725,10,,,,,,,,,0,0,1,0.0,0.0
1,16,10,0.012165017034237453,0.4541284403669725,10,,,,,,,,,0,0,1,0.0,0.0
1,17,10,0.013581894410589527,0.4520547945205479,10,,,,,,,,,0,0,1,0.0,0.0
1,18,10,0.012954517824647691,0.45,10,,,,,,,,,0,0,1,0.0,0.0
1,19,10,0.01376864563320964,0.4583333333333333,10,,,,,,,,,0,0,1,0.0,0.0
1,20,10,0.009697490973637793,0.44,10,,,,,,,,,0,0,1,0.0,0.0
1,21,10,0.012424262903545527,0.4419642857142857,10,,,,,,,,,0,0,1,0.0,0.0
