round,node_id,degree,betweenness,closeness,k_core,epsilon,global_test_acc,avg_auc,max_auc,argmax_attacker,avg_chunk_frac,max_chunk_frac,argmax_chunk_attacker,enable_dp,enable_chunking,chunks_per_neighbor,dp_noise,dp_max_grad_norm
1,0,37,0.009936226657245209,0.6149068322981367,25,,,,,,,,,0,1,1,0.0,0.0
1,1,32,0.006906212469346814,0.5963855421686747,25,,,,,,,,,0,1,1,0.0,0.0
1,2,31,0.0061853316959905045,0.592814371257485,25,,,,,,,,,0,1,1,0.0,0.0
1,3,31,0.0060457409749518935,0.592814371257485,25,,,,,,,,,0,1,1,0.0,0.0
1,4,30,0.005977869229772862,0.5892857142857143,25,,,,,,,,,0,1,1,0.0,0.0
1,5,29,0.005523011608867002,0.5857988165680473,25,,,,,,,,,0,1,1,0.0,0.0
1,6,38,0.010346493275238934,0.61875,25,,,,,,,,,0,1,1,0.0,0.0
1,7,28,0.005183436413440376,0.5823529411764706,25,,,,,,,,,0,1,1,0.0,0.0
1,8,26,0.0041986440622210726,0.5755813953488372,24,,,,,,,,,0,1,1,0.0,0.0
1,9,30,0.006213628996163061,0.5892857142857143,25,,,,,,,,,0,1,1,0.0,0.0
1,10,32,0.007257279675457474,0.5963855421686747,25,,,,,,,,,0,1,1,0.0,0.0
1,11,23,0.0033164231517496257,0.5657142857142857,23,,,,,,,,,0,1,1,0.0,0.0
1,12,41,0.011741550973727099,0.6305732484076433,25,,,,,,,,,0,1,1,0.0,0.0
1,13,33,0.007862803998076286,0.6,25,,,,,,,,,0,1,1,0.0,0.0
1,14,27,0.005157942499697381,0.5789473684210527,24,,,,,,,,,0,1,1,0.0,0.0
1,15,27,0.0046617408931712645,0.5789473684210527,25,,,,,,,,,0,1,1,0.0,0.0
1,16,29,0.006092043591134136,0.5857988165680473,25,,,,,,,,,0,1,1,0.0,0.0
1,17,33,0.008241489980668905,0.6,25,,,,,,,,,0,1,1,0.0,0.0
1,18,38,0.010319022827327586,0.61875,25,,,,,,,,,0,1,1,0.0,0.0
1,19,36,0.00866563573021754,0.6111111111111112,25,,,,,,,,,0,1,1,0.0,0.0
1,20,30,0.0064953393507542435,0.5892857142857143,25,,,,,,,,,0,1,1,0.0,0.0
1,21,30,0.005837218299140866,0.5892857142857143,25,,,,,,,,,0,1,1,0.0,0.0
1,22,43,0.012857972611084383,0.6387096774193548,25,,,,,,,,,0,1,1,0.0,0.0
1,23,20,0.0026866777168093867,0.5561797752808989,20,,,,,,,,,0,1,1,0.0,0.0
1,24,29,0.006102369545713389,0.5857988165680473,25,,,,,,,,,0,1,1,0.0,0.0
1,25,30,0.006232392144149191,0.5892857142857143,25,,,,,,,,,0,1,1,0.0,0.0
1,26,26,0.004387099053266955,0.5755813953488372,25,,,,,,,,,0,1,1,0.0,0.0
1,27,35,0.007724599634330032,0.6073619631901841,25,,,,,,,,,0,1,1,0.0,0.0
1,28,35,0.00829377202416849,0.6073619631901841,25,,,,,,,,,0,1,1,0.0,0.0
1,29,26,0.003966134931367915,0.5755813953488372,25,,,,,,,,,0,1,1,0.0,0.0
1,30,37,0.00915580040890452,0.6149068322981367,25,,,,,,,,,0,1,1,0.0,0.0
1,31,41,0.01181832687935129,0.6305732484076433,25,,,,,,,,,0,1,1,0.0,0.0
1,32,43,0.013451861691516404,0.6387096774193548,25,,,,,,,,,0,1,1,0.0,0.0
1,33,32,0.006219408952439964,0.5963855421686747,25,,,,,,,,,0,1,1,0.0,0.0
1,34,31,0.0067336204504708265,0.592814371257485,25,,,,,,,,,0,1,1,0.0,0.0
1,35,32,0.007001986789475948,0.5963855421686747,25,,,,,,,,,0,1,1,0.0,0.0
1,36,25,0.003916372281900311,0.5722543352601156,24,,,,,,,,,0,1,1,0.0,0.0
1,37,31,0.00679402066547834,0.592814371257485,25,,,,,,,,,0,1,1,0.0,0.0
1,38,36,0.00860579984014047,0.6111111111111112,25,,,,,,,,,0,1,1,0.0,0.0
1,39,26,0.004400221929961098,0.5755813953488372,25,,,,,,,,,0,1,1,0.0,0.0
1,40,32,0.006780404397752773,0.5963855421686747,25,,,,,,,,,0,1,1,0.0,0.0
1,41,28,0.0049493966975792236,0.5823529411764706,25,,,,,,,,,0,1,1,0.0,0.0
1,42,33,0.008191629001890905,0.6,25,,,,,,,,,0,1,1,0.0,0.0
1,43,38,0.010431676042465811,0.61875,25,,,,,,,,,0,1,1,0.0,0.0
1,44,35,0.008592045616855542,0.6073619631901841,25,,,,,,,,,0,1,1,0.0,0.0
1,45,30,0.006121288004615497,0.5892857142857143,25,,,,,,,,,0,1,1,0.0,0.0
1,46,33,0.0074615783183420775,0.6,25,,,,,,,,,0,1,1,0.0,0.0
1,47,30,0.006792556661140457,0.5892857142857143,25,,,,,,,,,0,1,1,0.0,0.0
1,48,30,0.0063187133825676305,0.5892857142857143,25,,,,,,,,,0,1,1,0.0,0.0
1,49,31,0.006944910797815595,0.592814371257485,25,,,,,,,,,0,1,1,0.0,0.0
1,50,35,0.008391188823936087,0.6073619631901841,25,,,,,,,,,0,1,1,0.0,0.0
1,51,30,0.006068093271611042,0.5892857142857143,25,,,,,,,,,0,1,1,0.0,0.0
1,52,33,0.007784370736034655,0.6,25,,,,,,,,,0,1,1,0.0,0.0
1,53,29,0.006119684896195501,0.5857988165680473,25,,,,,,,,,0,1,1,0.0,0.0
1,54,25,0.004687036117790237,0.5722543352601156,23,,,,,,,,,0,1,1,0.0,0.0
1,55,38,0.009696178355579914,0.61875,25,,,,,,,,,0,1,1,0.0,0.0
1,56,32,0.007809154297749737,0.5963855421686747,25,,,,,,,,,0,1,1,0.0,0.0
1,57,32,0.006878867917948622,0.5963855421686747,25,,,,,,,,,0,1,1,0.0,0.0
1,58,32,0.0072815645462886176,0.5963855421686747,25,,,,,,,,,0,1,1,0.0,0.0
1,59,31,0.007690139408855602,0.592814371257485,25,,,,,,,,,0,1,1,0.0,0.0
1,60,43,0.012278647680320312,0.6387096774193548,25,,,,,,,,,0,1,1,0.0,0.0
1,61,32,0.007243615427463128,0.5963855421686747,25,,,,,,,,,0,1,1,0.0,0.0
1,62,30,0.006406573416559228,0.5892857142857143,25,,,,,,,,,0,1,1,0.0,0.0
1,63,26,0.004264400081482895,0.5755813953488372,25,,,,,,,,,0,1,1,0.0,0.0
1,64,35,0.00865485976724252,0.6073619631901841,25,,,,,,,,,0,1,1,0.0,0.0
1,65,35,0.008769047853317924,0.6073619631901841,25,,,,,,,,,0,1,1,0.0,0.0
1,66,36,0.008903334539522028,0.6111111111111112,25,,,,,,,,,0,1,1,0.0,0.0
1,67,34,0.007173442380946437,0.6036585365853658,25,,,,,,,,,0,1,1,0.0,0.0
1,68,31,0.005992552870969309,0.592814371257485,25,,,,,,,,,0,1,1,0.0,0.0
1,69,29,0.0062690060702902195,0.5857988165680473,25,,,,,,,,,0,1,1,0.0,0.0
1,70,37,0.008965516266522791,0.6149068322981367,25,,,,,,,,,0,1,1,0.0,0.0
1,71,28,0.005115757053350272,0.5823529411764706,25,,,,,,,,,0,1,1,0.0,0.0
1,72,32,0.006602465142938748,0.5963855421686747,25,,,,,,,,,0,1,1,0.0,0.0
1,73,32,0.0062014885146530144,0.5963855421686747,25,,,,,,,,,0,1,1,0.0,0.0
1,74,31,0.006528618516715192,0.592814371257485,25,,,,,,,,,0,1,1,0.0,0.0
1,75,32,0.00814093727986558,0.5963855421686747,25,,,,,,,,,0,1,1,0.0,0.0
1,76,30,0.006308066887418245,0.5892857142857143,25,,,,,,,,,0,1,1,0.0,0.0
1,77,33,0.007420311769898494,0.6,25,,,,,,,,,0,1,1,0.0,0.0
1,78,26,0.0049749465170178895,0.5755813953488372,24,,,,,,,,,0,1,1,0.0,0.0
1,79,27,0.004252869739183883,0.5789473684210527,25,,,,,,,,,0,1,1,0.0,0.0
1,80,28,0.005175388150396335,0.5823529411764706,25,,,,,,,,,0,1,1,0.0,0.0
1,81,27,0.004660807172505631,0.5789473684210527,25,,,,,,,,,0,1,1,0.0,0.0
