round,node_id,degree,betweenness,closeness,k_core,epsilon,global_test_acc,avg_auc,max_auc,argmax_attacker,avg_chunk_frac,max_chunk_frac,argmax_chunk_attacker,enable_dp,enable_chunking,chunks_per_neighbor,dp_noise,dp_max_grad_norm
1,0,9,0.031070671042836968,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
1,1,12,0.044346646539684086,0.532608695652174,5,,,,,,,,,0,0,1,0.0,0.0
1,2,9,0.022889017121986335,0.5157894736842106,5,,,,,,,,,0,0,1,0.0,0.0
1,3,8,0.009691080131131152,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
1,4,6,0.014961957907261021,0.47115384615384615,5,,,,,,,,,0,0,1,0.0,0.0
1,5,5,0.011446139053839741,0.4117647058823529,4,,,,,,,,,0,0,1,0.0,0.0
1,6,11,0.02724920850725449,0.5104166666666666,5,,,,,,,,,0,0,1,0.0,0.0
1,7,8,0.018684270381873768,0.49,5,,,,,,,,,0,0,1,0.0,0.0
1,8,8,0.014483467014347783,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
1,9,8,0.020697448921468794,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
1,10,6,0.007675275280672703,0.45794392523364486,5,,,,,,,,,0,0,1,0.0,0.0
1,11,6,0.010586458485223254,0.44144144144144143,5,,,,,,,,,0,0,1,0.0,0.0
1,12,5,0.003949676004181444,0.47115384615384615,5,,,,,,,,,0,0,1,0.0,0.0
1,13,5,0.006512030854136116,0.4375,5,,,,,,,,,0,0,1,0.0,0.0
1,14,15,0.06618526482544458,0.5764705882352941,5,,,,,,,,,0,0,1,0.0,0.0
1,15,7,0.01659012270131718,0.45794392523364486,5,,,,,,,,,0,0,1,0.0,0.0
1,16,9,0.023714419664219777,0.5212765957446809,5,,,,,,,,,0,0,1,0.0,0.0
1,17,5,0.004052159847266791,0.4375,5,,,,,,,,,0,0,1,0.0,0.0
1,18,11,0.03063952294628118,0.5157894736842106,5,,,,,,,,,0,0,1,0.0,0.0
1,19,11,0.05635080814445896,0.5384615384615384,5,,,,,,,,,0,0,1,0.0,0.0
1,20,9,0.022804432093396533,0.5104166666666666,5,,,,,,,,,0,0,1,0.0,0.0
1,21,5,0.015422305991849027,0.44144144144144143,4,,,,,,,,,0,0,1,0.0,0.0
1,22,8,0.017913281210475085,0.48514851485148514,5,,,,,,,,,0,0,1,0.0,0.0
1,23,8,0.014189566133880041,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
1,24,6,0.012471478635067928,0.44954128440366975,5,,,,,,,,,0,0,1,0.0,0.0
1,25,11,0.03438964763905923,0.5104166666666666,5,,,,,,,,,0,0,1,0.0,0.0
1,26,1,0.0,0.29518072289156627,1,,,,,,,,,0,0,1,0.0,0.0
1,27,4,0.0036186502226043036,0.4188034188034188,4,,,,,,,,,0,0,1,0.0,0.0
1,28,6,0.011995866547424015,0.44545454545454544,5,,,,,,,,,0,0,1,0.0,0.0
1,29,7,0.021183100208509716,0.47572815533980584,5,,,,,,,,,0,0,1,0.0,0.0
1,30,6,0.009839648531243589,0.46226415094339623,5,,,,,,,,,0,0,1,0.0,0.0
1,31,4,0.0042858686714054945,0.4224137931034483,4,,,,,,,,,0,0,1,0.0,0.0
1,32,4,0.04384939707421961,0.4152542372881356,3,,,,,,,,,0,0,1,0.0,0.0
1,33,3,0.0019384043299859623,0.3858267716535433,3,,,,,,,,,0,0,1,0.0,0.0
1,34,7,0.01351020913788455,0.4666666666666667,5,,,,,,,,,0,0,1,0.0,0.0
1,35,9,0.024600629681741072,0.5157894736842106,5,,,,,,,,,0,0,1,0.0,0.0
1,36,13,0.06247264470998044,0.5632183908045977,5,,,,,,,,,0,0,1,0.0,0.0
1,37,10,0.06610664996729948,0.5104166666666666,5,,,,,,,,,0,0,1,0.0,0.0
1,38,6,0.01656605868640296,0.4666666666666667,5,,,,,,,,,0,0,1,0.0,0.0
1,39,11,0.02144820638171211,0.5212765957446809,5,,,,,,,,,0,0,1,0.0,0.0
1,40,5,0.004954404420631129,0.44954128440366975,4,,,,,,,,,0,0,1,0.0,0.0
1,41,13,0.04722885874004215,0.550561797752809,5,,,,,,,,,0,0,1,0.0,0.0
1,42,7,0.014190852906746869,0.47572815533980584,5,,,,,,,,,0,0,1,0.0,0.0
1,43,8,0.023920728983256707,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
1,44,11,0.0377385152030558,0.5268817204301075,5,,,,,,,,,0,0,1,0.0,0.0
1,45,9,0.021246798897641844,0.5104166666666666,5,,,,,,,,,0,0,1,0.0,0.0
1,46,9,0.026972391026870796,0.5,5,,,,,,,,,0,0,1,0.0,0.0
1,47,8,0.012582532113350729,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
1,48,11,0.06364497591761523,0.5384615384615384,5,,,,,,,,,0,0,1,0.0,0.0
1,49,13,0.04104981518761176,0.550561797752809,5,,,,,,,,,0,0,1,0.0,0.0
2,0,9,0.031070671042836968,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
2,1,12,0.044346646539684086,0.532608695652174,5,,,,,,,,,0,0,1,0.0,0.0
2,2,9,0.022889017121986335,0.5157894736842106,5,,,,,,,,,0,0,1,0.0,0.0
2,3,8,0.009691080131131152,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
2,4,6,0.014961957907261021,0.47115384615384615,5,,,,,,,,,0,0,1,0.0,0.0
2,5,5,0.011446139053839741,0.4117647058823529,4,,,,,,,,,0,0,1,0.0,0.0
2,6,11,0.02724920850725449,0.5104166666666666,5,,,,,,,,,0,0,1,0.0,0.0
2,7,8,0.018684270381873768,0.49,5,,,,,,,,,0,0,1,0.0,0.0
2,8,8,0.014483467014347783,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
2,9,8,0.020697448921468794,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
2,10,6,0.007675275280672703,0.45794392523364486,5,,,,,,,,,0,0,1,0.0,0.0
2,11,6,0.010586458485223254,0.44144144144144143,5,,,,,,,,,0,0,1,0.0,0.0
2,12,5,0.003949676004181444,0.47115384615384615,5,,,,,,,,,0,0,1,0.0,0.0
2,13,5,0.006512030854136116,0.4375,5,,,,,,,,,0,0,1,0.0,0.0
2,14,15,0.06618526482544458,0.5764705882352941,5,,,,,,,,,0,0,1,0.0,0.0
2,15,7,0.01659012270131718,0.45794392523364486,5,,,,,,,,,0,0,1,0.0,0.0
2,16,9,0.023714419664219777,0.5212765957446809,5,,,,,,,,,0,0,1,0.0,0.0
2,17,5,0.004052159847266791,0.4375,5,,,,,,,,,0,0,1,0.0,0.0
2,18,11,0.03063952294628118,0.5157894736842106,5,,,,,,,,,0,0,1,0.0,0.0
2,19,11,0.05635080814445896,0.5384615384615384,5,,,,,,,,,0,0,1,0.0,0.0
2,20,9,0.022804432093396533,0.5104166666666666,5,,,,,,,,,0,0,1,0.0,0.0
2,21,5,0.015422305991849027,0.44144144144144143,4,,,,,,,,,0,0,1,0.0,0.0
2,22,8,0.017913281210475085,0.48514851485148514,5,,,,,,,,,0,0,1,0.0,0.0
2,23,8,0.014189566133880041,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
2,24,6,0.012471478635067928,0.44954128440366975,5,,,,,,,,,0,0,1,0.0,0.0
2,25,11,0.03438964763905923,0.5104166666666666,5,,,,,,,,,0,0,1,0.0,0.0
2,26,1,0.0,0.29518072289156627,1,,,,,,,,,0,0,1,0.0,0.0
2,27,4,0.0036186502226043036,0.4188034188034188,4,,,,,,,,,0,0,1,0.0,0.0
2,28,6,0.011995866547424015,0.44545454545454544,5,,,,,,,,,0,0,1,0.0,0.0
2,29,7,0.021183100208509716,0.47572815533980584,5,,,,,,,,,0,0,1,0.0,0.0
2,30,6,0.009839648531243589,0.46226415094339623,5,,,,,,,,,0,0,1,0.0,0.0
2,31,4,0.0042858686714054945,0.4224137931034483,4,,,,,,,,,0,0,1,0.0,0.0
2,32,4,0.04384939707421961,0.4152542372881356,3,,,,,,,,,0,0,1,0.0,0.0
2,33,3,0.0019384043299859623,0.3858267716535433,3,,,,,,,,,0,0,1,0.0,0.0
2,34,7,0.01351020913788455,0.4666666666666667,5,,,,,,,,,0,0,1,0.0,0.0
2,35,9,0.024600629681741072,0.5157894736842106,5,,,,,,,,,0,0,1,0.0,0.0
2,36,13,0.06247264470998044,0.5632183908045977,5,,,,,,,,,0,0,1,0.0,0.0
2,37,10,0.06610664996729948,0.5104166666666666,5,,,,,,,,,0,0,1,0.0,0.0
2,38,6,0.01656605868640296,0.4666666666666667,5,,,,,,,,,0,0,1,0.0,0.0
2,39,11,0.02144820638171211,0.5212765957446809,5,,,,,,,,,0,0,1,0.0,0.0
2,40,5,0.004954404420631129,0.44954128440366975,4,,,,,,,,,0,0,1,0.0,0.0
2,41,13,0.04722885874004215,0.550561797752809,5,,,,,,,,,0,0,1,0.0,0.0
2,42,7,0.014190852906746869,0.47572815533980584,5,,,,,,,,,0,0,1,0.0,0.0
2,43,8,0.023920728983256707,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
2,44,11,0.0377385152030558,0.5268817204301075,5,,,,,,,,,0,0,1,0.0,0.0
2,45,9,0.021246798897641844,0.5104166666666666,5,,,,,,,,,0,0,1,0.0,0.0
2,46,9,0.026972391026870796,0.5,5,,,,,,,,,0,0,1,0.0,0.0
2,47,8,0.012582532113350729,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
2,48,11,0.06364497591761523,0.5384615384615384,5,,,,,,,,,0,0,1,0.0,0.0
2,49,13,0.04104981518761176,0.550561797752809,5,,,,,,,,,0,0,1,0.0,0.0
3,0,9,0.031070671042836968,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
3,1,12,0.044346646539684086,0.532608695652174,5,,,,,,,,,0,0,1,0.0,0.0
3,2,9,0.022889017121986335,0.5157894736842106,5,,,,,,,,,0,0,1,0.0,0.0
3,3,8,0.009691080131131152,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
3,4,6,0.014961957907261021,0.47115384615384615,5,,,,,,,,,0,0,1,0.0,0.0
3,5,5,0.011446139053839741,0.4117647058823529,4,,,,,,,,,0,0,1,0.0,0.0
3,6,11,0.02724920850725449,0.5104166666666666,5,,,,,,,,,0,0,1,0.0,0.0
3,7,8,0.018684270381873768,0.49,5,,,,,,,,,0,0,1,0.0,0.0
3,8,8,0.014483467014347783,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
3,9,8,0.020697448921468794,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
3,10,6,0.007675275280672703,0.45794392523364486,5,,,,,,,,,0,0,1,0.0,0.0
3,11,6,0.010586458485223254,0.44144144144144143,5,,,,,,,,,0,0,1,0.0,0.0
3,12,5,0.003949676004181444,0.47115384615384615,5,,,,,,,,,0,0,1,0.0,0.0
3,13,5,0.006512030854136116,0.4375,5,,,,,,,,,0,0,1,0.0,0.0
3,14,15,0.06618526482544458,0.5764705882352941,5,,,,,,,,,0,0,1,0.0,0.0
3,15,7,0.01659012270131718,0.45794392523364486,5,,,,,,,,,0,0,1,0.0,0.0
3,16,9,0.023714419664219777,0.5212765957446809,5,,,,,,,,,0,0,1,0.0,0.0
3,17,5,0.004052159847266791,0.4375,5,,,,,,,,,0,0,1,0.0,0.0
3,18,11,0.03063952294628118,0.5157894736842106,5,,,,,,,,,0,0,1,0.0,0.0
3,19,11,0.05635080814445896,0.5384615384615384,5,,,,,,,,,0,0,1,0.0,0.0
3,20,9,0.022804432093396533,0.5104166666666666,5,,,,,,,,,0,0,1,0.0,0.0
3,21,5,0.015422305991849027,0.44144144144144143,4,,,,,,,,,0,0,1,0.0,0.0
3,22,8,0.017913281210475085,0.48514851485148514,5,,,,,,,,,0,0,1,0.0,0.0
3,23,8,0.014189566133880041,0.4803921568627451,5,,,,,,,,,0,0,1,0.0,0.0
3,24,6,0.012471478635067928,0.44954128440366975,5,,,,,,,,,0,0,1,0.0,0.0
3,25,11,0.03438964763905923,0.5104166666666666,5,,,,,,,,,0,0,1,0.0,0.0
3,26,1,0.0,0.29518072289156627,1,,,,,,,,,0,0,1,0.0,0.0
3,27,4,0.0036186502226043036,0.4188034188034188,4,,,,,,,,,0,0,1,0.0,0.0
3,28,6,0.011995866547424015,0.44545454545454544,5,,,,,,,,,0,0,1,0.0,0.0
